# electric_fields,frequencys,dielectrics,buffers,U_true_est,UbyUo,raw_uvel_max,raw_slope,beta,delta,tau,d_eps,d_pKa,d_pKb,d_Ns,d_thick,b_conc,b_conduct,b_pH,b_viscosity,b_eps,b_debye,voltages,electrode_spacings,pivcorr
25000.0,24000.0,SiO2,NaCl,0.003108840065708121,0.00172765941695449,1.42240071296692,-0.0956043529857193,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.79945192622998
25000.0,27000.0,SiO2,NaCl,0.002965159570983539,0.00164864322044308,1.32803988456726,-0.0912317942112691,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.79854533365117
25000.0,30000.0,SiO2,NaCl,0.0032085114213667534,0.00178518248104629,1.32764422893524,-0.098787535544899,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.79730165147389
30000.0,100.0,SiO2,NaCl,0.003990853372260315,0.00221215408582587,2.95758128166199,-0.17627771048312,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80405759157161
30000.0,500.0,SiO2,NaCl,0.0038860708856510253,0.00215407657742405,2.80498147010803,-0.171649746148613,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80405419490619
30000.0,1000.0,SiO2,NaCl,0.0033728064449360384,0.00186958394448628,2.4224226474762,-0.148979666200334,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80404119049215
30000.0,1500.0,SiO2,NaCl,0.003093171699255377,0.00171458762376645,2.419673204422,-0.136628629387453,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80403244277512
30000.0,2000.0,SiO2,NaCl,0.0033967709753337013,0.00188288365393332,2.71518874168396,-0.15003946684733,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80402595149089
30000.0,2500.0,SiO2,NaCl,0.0031953463219479552,0.00177125352138381,2.26440119743347,-0.14114410810499,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80400280556764
30000.0,3000.0,SiO2,NaCl,0.00325255684292057,0.00180300518806068,2.44438314437866,-0.143674271415803,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80396421732931
30000.0,6000.0,SiO2,NaCl,0.003022096219334748,0.00167542132856315,2.00912427902222,-0.133507623987883,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80378282633331
30000.0,9000.0,SiO2,NaCl,0.0029433937847570452,0.00163232499520623,2.01225352287292,-0.130073449568003,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80319102715521
30000.0,12000.0,SiO2,NaCl,0.002967781686725355,0.00164640424291835,1.9781186580658,-0.131195368501191,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80258384263198
30000.0,15000.0,SiO2,NaCl,0.0027775852095938184,0.00154114200269852,1.93132567405701,-0.122807441627034,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.8022902527673
30000.0,18000.0,SiO2,NaCl,0.002856513228206888,0.00158554324800776,2.09868168830872,-0.126345599260746,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80159906189636
30000.0,21000.0,SiO2,NaCl,0.002761833560654007,0.00153386873457727,1.78811156749725,-0.122227863983524,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80056708791001
30000.0,24000.0,SiO2,NaCl,0.0026771473556565237,0.00148753573922986,2.29509305953979,-0.11853577291627,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.79971968743592
30000.0,27000.0,SiO2,NaCl,0.002304979712252426,0.00128161618318061,1.53673315048218,-0.10212686717293,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.79849454345381
30000.0,30000.0,SiO2,NaCl,0.0027260465554209256,0.00151672695423141,1.80500388145447,-0.120861904074884,72.9724009407803,179.085455896051,0.000258626973092913,4.6,6.0,-2.0,5e+18,100.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.79732188962273
15000.0,100.0,SiO2,KCl,0.013080569642470861,0.00725063804668942,1.87791085243225,-0.144443585847123,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,150.0,0.01,1.80405773371122
15000.0,500.0,SiO2,KCl,0.011465041842499463,0.00635526740114227,1.40063464641571,-0.126606459531856,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,150.0,0.01,1.8040219425604
15000.0,1000.0,SiO2,KCl,0.00950974654605923,0.00527174647070688,1.28659653663635,-0.105021097316187,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,150.0,0.01,1.80390817329728
15000.0,1500.0,SiO2,KCl,0.00828823151580123,0.00459472490191955,1.27787709236145,-0.0915338121335903,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,150.0,0.01,1.80385805303352
20000.0,100.0,SiO2,KCl,0.010158394156256035,0.00563085700341755,2.43810200691223,-0.199422431633036,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.80405827214056
20000.0,500.0,SiO2,KCl,0.00898470055751354,0.00498043533742105,2.17634606361389,-0.176387097910104,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.80399903799694
20000.0,1000.0,SiO2,KCl,0.008130514448672015,0.00450698745189637,2.04676198959351,-0.159619467596362,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.80397982808916
20000.0,1500.0,SiO2,KCl,0.007739886115398858,0.00429103856056546,2.37941360473633,-0.151971421660986,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.80373259437196
20000.0,2000.0,SiO2,KCl,0.0076288985561278515,0.0042298393922012,1.90270066261292,-0.149803991914198,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.80359059736256
20000.0,2500.0,SiO2,KCl,0.006559083378873226,0.00363696817133733,1.69958090782166,-0.128806864756083,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.80344811113962
20000.0,3000.0,SiO2,KCl,0.006974704747255105,0.00386813477690885,1.70340263843536,-0.136993861259004,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.80311833726456
20000.0,6000.0,SiO2,KCl,0.007229903789184255,0.0040158752661916,1.54101037979126,-0.142226238427442,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.80033076476517
20000.0,9000.0,SiO2,KCl,0.005339763858517642,0.00297344286615217,1.47711849212646,-0.105307452547645,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.79581855071177
20000.0,12000.0,SiO2,KCl,0.004966454150266679,0.00277437697657877,1.10213267803192,-0.0982573350025137,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,200.0,0.01,1.7901151113181
25000.0,100.0,SiO2,KCl,0.008234843065159883,0.0045646167297189,3.03314971923828,-0.252594478280819,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.80406013314222
25000.0,500.0,SiO2,KCl,0.00763714220163136,0.00423342090772397,2.75533270835876,-0.234266929481175,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.80401201961686
25000.0,1000.0,SiO2,KCl,0.007456923178069736,0.00413368086620207,2.62687206268311,-0.228747564933457,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.80394264081663
25000.0,1500.0,SiO2,KCl,0.007347275653162244,0.00407353154707447,2.60714197158813,-0.225419051986233,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.80366239177377
25000.0,2000.0,SiO2,KCl,0.006724809206852127,0.00372840513873931,2.62550663948059,-0.206320619364986,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.80366911765549
25000.0,2500.0,SiO2,KCl,0.006999983153268975,0.00388134476860251,2.43156766891479,-0.214783916132541,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.80349429658869
25000.0,3000.0,SiO2,KCl,0.007645823654794801,0.00424015665943324,2.60699915885925,-0.234639669141387,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.80319367157929
25000.0,6000.0,SiO2,KCl,0.005587707464699727,0.0031038288089645,2.12901282310486,-0.171758126716073,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.80026277498336
25000.0,9000.0,SiO2,KCl,0.005224424548211541,0.00290904107228089,2.05370259284973,-0.160979060337344,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.79592670519266
25000.0,12000.0,SiO2,KCl,0.005016180731447286,0.00280238645607696,1.85773932933807,-0.155077060513159,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.78996751878019
25000.0,15000.0,SiO2,KCl,0.004411464391320988,0.0024744897303705,1.58782768249512,-0.136932075454377,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.78277740949059
25000.0,18000.0,SiO2,KCl,0.003598832211735641,0.00202845594969073,1.602991938591,-0.112249681116011,72.9724009407803,56.6317936441153,0.000379379772358752,4.6,6.0,-2.0,5e+18,100.0,100.0,19.1,2.98,0.001,80.0,3.07094358640948e-08,250.0,0.01,1.7741732140076
