# electric_fields,frequencys,dielectrics,buffers,U_true_est,UbyUo,raw_uvel_max,raw_slope,beta,delta,tau,d_eps,d_pKa,d_pKb,d_Ns,d_thick,b_conc,b_conduct,b_pH,b_viscosity,b_eps,b_debye,voltages,electrode_spacings,pivcorr
25000.0,30000.0,SiO2,NaCl,0.0033347742637044797,0.00184902465230711,1.26905488967896,-0.102320401697045,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,250.0,0.01,1.80353153190442
30000.0,100.0,SiO2,NaCl,0.008616574574132403,0.00477621602423393,5.14602041244507,-0.380597550107105,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80405880521588
30000.0,500.0,SiO2,NaCl,0.0054595558331763,0.00302626976101588,2.88783693313599,-0.241151332176311,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80405458346965
30000.0,1000.0,SiO2,NaCl,0.004537646221576682,0.00251525129685957,2.81873035430908,-0.200430314841551,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80405283052321
30000.0,1500.0,SiO2,NaCl,0.003944561887526325,0.00218650232646433,2.4485776424408,-0.174233624386637,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80405108185037
30000.0,2000.0,SiO2,NaCl,0.004480360453925131,0.00248348982202926,2.29180026054382,-0.197899369958224,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80405831108429
30000.0,2500.0,SiO2,NaCl,0.0038129925118130896,0.00211357577987648,2.35010409355164,-0.168422399595237,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.8040481671473
30000.0,3000.0,SiO2,NaCl,0.0040375674729176865,0.00223806258560852,2.01739239692688,-0.178342255196801,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80404582913837
30000.0,6000.0,SiO2,NaCl,0.0035436248624063017,0.00196429511408629,2.1362144947052,-0.15652682046108,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80401856981386
30000.0,9000.0,SiO2,NaCl,0.0036791246718186105,0.00203940448917603,1.88780295848846,-0.162511986124481,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80401911015949
30000.0,12000.0,SiO2,NaCl,0.0034869731757937376,0.00193297461543841,1.84186863899231,-0.154031015205825,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80394152512079
30000.0,15000.0,SiO2,NaCl,0.003712074410358081,0.0020577940727517,2.29073309898376,-0.163977378481292,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80390956486441
30000.0,18000.0,SiO2,NaCl,0.0035915860952033763,0.00199106915605017,1.95964300632477,-0.158660336769014,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80384799005589
30000.0,21000.0,SiO2,NaCl,0.0037303629898467875,0.0020680985821426,1.96999108791351,-0.164798503616615,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80376458939498
30000.0,24000.0,SiO2,NaCl,0.0034719429156262072,0.00192488901869765,2.04712963104248,-0.153386706343941,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80371069807197
30000.0,27000.0,SiO2,NaCl,0.003542537698407749,0.00196412561158484,2.1537880897522,-0.15651331348475,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.80362074477981
30000.0,30000.0,SiO2,NaCl,0.0037084712612381024,0.0020562137243012,2.19262075424194,-0.163851446834665,24.0808923104575,186.88491902558,6.76578305513741e-05,4.6,6.0,-2.0,5e+18,33.0,10000.0,1071.0,2.98,0.001,80.0,3.07094358640948e-09,300.0,0.01,1.8035436771041
10000.0,100.0,SiO2,KCl,0.01809714218988035,0.010031280283204,1.09317123889923,-0.0888169556274879,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,100.0,0.01,1.8040710337026
15000.0,100.0,SiO2,KCl,0.014515666969321534,0.00804609353052205,1.91863572597504,-0.160290252268295,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.80406391179245
15000.0,500.0,SiO2,KCl,0.009486180320253147,0.0052583126048241,1.39023947715759,-0.104753474557003,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.80403506469933
20000.0,100.0,SiO2,KCl,0.011626048635878714,0.00644437107087432,2.67788577079773,-0.228233845846085,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.8040625699571
20000.0,500.0,SiO2,KCl,0.007351320429423957,0.00407494754332347,1.87014174461365,-0.144318342194344,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80402823625757
20000.0,1000.0,SiO2,KCl,0.0072289576646901305,0.0040072283191991,1.92585027217865,-0.141919998152755,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80397948129268
20000.0,1500.0,SiO2,KCl,0.007561268536431008,0.00419152319888754,1.90621399879456,-0.148446985611801,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80394290515625
20000.0,2000.0,SiO2,KCl,0.006747820912139347,0.00374099520209564,1.94079411029816,-0.132491086077419,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80375021821983
20000.0,2500.0,SiO2,KCl,0.005918818693775922,0.00328166536741865,1.88693952560425,-0.116223460652499,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80360214436844
20000.0,3000.0,SiO2,KCl,0.006230604420553769,0.00345454333464639,1.85846626758575,-0.122346106739836,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80359712326247
20000.0,6000.0,SiO2,KCl,0.005383545786635588,0.00298765854757795,1.63603484630585,-0.105810915121021,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80192806537412
20000.0,9000.0,SiO2,KCl,0.005825573860973473,0.0032368162805875,1.73472344875336,-0.114635085393287,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.79978514564197
20000.0,12000.0,SiO2,KCl,0.005495051343733805,0.00305798714434117,1.64898240566254,-0.108301672703987,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.79695043973695
20000.0,15000.0,SiO2,KCl,0.005773380647494372,0.0032190176378435,1.67819571495056,-0.114004728661865,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.79352252675512
20000.0,18000.0,SiO2,KCl,0.006233298787454303,0.0034838061184726,1.76319766044617,-0.123382477491826,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.78922091972993
20000.0,21000.0,SiO2,KCl,0.005496023266419244,0.0030801225432332,1.69736158847809,-0.109085619991147,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.78435214485008
20000.0,24000.0,SiO2,KCl,0.005642155891874404,0.00317180475405401,1.63801443576813,-0.112332637169577,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.77884716411467
20000.0,27000.0,SiO2,KCl,0.0054338980918357625,0.00306690725461556,1.54184722900391,-0.108617587329465,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.77178428974596
20000.0,30000.0,SiO2,KCl,0.004740944194765315,0.00268786864560486,1.7077773809433,-0.0951935559527418,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.76383031310611
25000.0,100.0,SiO2,KCl,0.011283443990330185,0.0062544444828511,3.59842276573181,-0.346105321569773,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.80406813447109
25000.0,500.0,SiO2,KCl,0.0080298412613466,0.00445103871329663,2.83478713035583,-0.246309354797052,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.8040376142672
25000.0,1000.0,SiO2,KCl,0.007316169889385994,0.00405555257712667,2.85691976547241,-0.224424140736747,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.80398842087493
25000.0,1500.0,SiO2,KCl,0.007273277434257917,0.00403207696168185,2.74349522590637,-0.223125058867069,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.80385382108979
25000.0,2000.0,SiO2,KCl,0.006906031583807055,0.00382881344860159,2.67500448226929,-0.21187696421199,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.80370020020938
25000.0,2500.0,SiO2,KCl,0.006795907396858489,0.00376771249704456,2.71185922622681,-0.208495790305203,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.80372239181978
25000.0,3000.0,SiO2,KCl,0.0067733897905932205,0.00375541391528471,2.65525054931641,-0.207815217537068,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.80363335264462
25000.0,6000.0,SiO2,KCl,0.007118621004202256,0.00394968483489599,2.63168787956238,-0.218565684551057,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.80232633786582
25000.0,9000.0,SiO2,KCl,0.007226136189096507,0.00401383354581186,2.55415034294128,-0.222115513841364,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.80030788686702
25000.0,12000.0,SiO2,KCl,0.006250859133742725,0.00347813635138705,2.58235931396484,-0.192471370344881,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.79718633838203
25000.0,15000.0,SiO2,KCl,0.00649794858426749,0.0036226467990398,2.46939587593079,-0.200468217241865,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.79370193803873
25000.0,18000.0,SiO2,KCl,0.006292861812307344,0.00351684406883349,2.69680953025818,-0.194613358659073,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.78934911219838
25000.0,21000.0,SiO2,KCl,0.006237903671611114,0.0034962328631835,2.54007077217102,-0.193472786066417,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.78417854751562
25000.0,24000.0,SiO2,KCl,0.006044832646973416,0.00339832582565857,2.31779837608337,-0.188054855377381,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.77876782777354
25000.0,27000.0,SiO2,KCl,0.0059085483540860925,0.00333415634895362,2.3895959854126,-0.184503876960221,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.77212695977512
25000.0,30000.0,SiO2,KCl,0.005195440000992102,0.0029455393613406,2.19069576263428,-0.162998784408185,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,250.0,0.01,1.76383316046658
30000.0,100.0,SiO2,KCl,0.01144266068225607,0.00634267052682475,5.3574104309082,-0.505422043600557,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80407615906615
30000.0,500.0,SiO2,KCl,0.00822656263565337,0.00456004533030005,4.0305290222168,-0.363371772190289,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80405281960477
30000.0,1000.0,SiO2,KCl,0.0071431422788838655,0.00395956724571921,3.59438014030457,-0.315522075542381,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80402095370561
30000.0,1500.0,SiO2,KCl,0.007025868557804666,0.00389471077430075,3.79277873039246,-0.31035392276093,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80395129830047
30000.0,2000.0,SiO2,KCl,0.007129422662072834,0.00395236244677354,3.61771178245544,-0.314947953933596,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.8038382759893
30000.0,2500.0,SiO2,KCl,0.007449561932396857,0.00412998377984055,3.72518849372864,-0.329101887480374,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80377510651736
30000.0,3000.0,SiO2,KCl,0.006980068791578896,0.00386992784466934,3.8038547039032,-0.308379070230321,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.8036689756874
30000.0,6000.0,SiO2,KCl,0.007164826157596566,0.00397530381109833,3.44557523727417,-0.316776059491182,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80233423608874
30000.0,9000.0,SiO2,KCl,0.00687485693961485,0.00381882836521708,3.49714231491089,-0.304307157110689,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.80025292632497
30000.0,12000.0,SiO2,KCl,0.006528833931375173,0.00363248087336389,3.57440638542175,-0.289457870874875,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.79734846761329
30000.0,15000.0,SiO2,KCl,0.006581632061541499,0.00366881643831111,3.4841046333313,-0.292353306703259,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.79393877350028
30000.0,18000.0,SiO2,KCl,0.006427973782286391,0.00359228705792051,3.43287539482117,-0.286254986497454,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.78938199499218
30000.0,21000.0,SiO2,KCl,0.006463100756688528,0.00362289403391998,3.35174965858459,-0.288693933986947,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.78396074965942
30000.0,24000.0,SiO2,KCl,0.006052039143345565,0.00340374957444347,3.40713858604431,-0.271231188589102,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.77805065002031
30000.0,27000.0,SiO2,KCl,0.005605492281317762,0.00316354763429791,3.26167869567871,-0.252090456786663,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.77190070430591
30000.0,30000.0,SiO2,KCl,0.00566477515437745,0.00321023828769237,3.14820575714111,-0.255811048193054,24.0808923104575,59.098200445697,0.000218648376107176,4.6,6.0,-2.0,5e+18,33.0,1000.0,104.8,2.98,0.001,80.0,9.71117629894006e-09,300.0,0.01,1.76459647126366
10000.0,100.0,SiO2,NaCl,0.0194836177436932,0.0107998916113371,1.41686379909515,-0.0956222403267791,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,100.0,0.01,1.80405678546259
15000.0,100.0,SiO2,NaCl,0.021089358664172116,0.0116899156841022,3.31992626190186,-0.232880655300842,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.8040642237354
15000.0,500.0,SiO2,NaCl,0.01538366915860865,0.0085273991903207,1.98206639289856,-0.169878582969974,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.80402826410078
15000.0,1000.0,SiO2,NaCl,0.0149056254442934,0.00826255686981259,1.97517263889313,-0.164602526681971,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.80399671423157
15000.0,1500.0,SiO2,NaCl,0.014124501301627963,0.00783000252885596,1.90207803249359,-0.155985395378604,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.80389485821682
15000.0,2000.0,SiO2,NaCl,0.013869760605533488,0.00768912120358271,2.1008734703064,-0.153178828057173,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.80381609787487
15000.0,2500.0,SiO2,NaCl,0.013725704817454078,0.00760985626256114,1.82556116580963,-0.151599751534612,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.80367464822977
15000.0,3000.0,SiO2,NaCl,0.013667732968958624,0.00757922484944412,1.96895718574524,-0.150989527838201,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.80331541027722
15000.0,6000.0,SiO2,NaCl,0.012072323979819862,0.00670158458966187,1.96108424663544,-0.133505617402949,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.80141335505085
15000.0,9000.0,SiO2,NaCl,0.012304601925820625,0.0068426657458213,1.97682309150696,-0.136316165655379,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.79821759280509
15000.0,12000.0,SiO2,NaCl,0.011437195850347932,0.00637518872190582,1.9538642168045,-0.127003322123447,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.79401682824675
15000.0,15000.0,SiO2,NaCl,0.011274304818372256,0.00630179312618823,1.70339179039001,-0.125541171763359,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.78906298455274
15000.0,18000.0,SiO2,NaCl,0.011244954077754747,0.0063069842554984,1.49637508392334,-0.125644586845911,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.78293676061605
15000.0,21000.0,SiO2,NaCl,0.010320499787788246,0.00580896431559332,1.88939499855042,-0.115723282613092,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.77665057436906
15000.0,24000.0,SiO2,NaCl,0.01029516147846223,0.00582524641097247,1.6092301607132,-0.116047646376188,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.76733493351804
15000.0,27000.0,SiO2,NaCl,0.010333695408872691,0.0058728361477163,1.54660141468048,-0.11699570531673,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.75957495645286
15000.0,30000.0,SiO2,NaCl,0.008793753505995245,0.00502991191872433,1.62452745437622,-0.100203390288867,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,150.0,0.01,1.7482917490582
20000.0,100.0,SiO2,NaCl,0.021187436781362774,0.0117443018365099,5.75085115432739,-0.415936193841835,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80406098858058
20000.0,500.0,SiO2,NaCl,0.015982160341128208,0.00885920730875997,4.06649589538574,-0.313757686047043,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80401697173573
20000.0,1000.0,SiO2,NaCl,0.013839516511326358,0.00767174278671134,3.77397656440735,-0.271702442534169,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80395992098413
20000.0,1500.0,SiO2,NaCl,0.01405752695460177,0.0077929854307853,3.52552771568298,-0.275996372016692,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80386927185429
20000.0,2000.0,SiO2,NaCl,0.01562624855316621,0.00866318748956598,3.524822473526,-0.306815448130469,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80375278406321
20000.0,2500.0,SiO2,NaCl,0.014520974498432067,0.00805106731593095,3.78243923187256,-0.28513660006101,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80360863083319
20000.0,3000.0,SiO2,NaCl,0.014070138186620451,0.00780146615528416,3.49776697158813,-0.276296725355544,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80352486398859
20000.0,6000.0,SiO2,NaCl,0.014360907169539808,0.00797073539391568,3.5526237487793,-0.282291564710918,24.0808923104575,59.098200445697,0.000258626973092913,4.6,6.0,-2.0,5e+18,33.0,1000.0,88.6,2.98,0.001,80.0,9.71117629894006e-09,200.0,0.01,1.80170416653173
